abstract,accession_number,alternate_title,api_link,api_model,ark,batch_ids,box_name,box_number,canonical_link,caption,catalog_key,collection,contributor,create_date,creator,csv_metadata_update_jobs,cultural_context,date_created,description,file_sets,folder_name,folder_number,genre,id,identifier,iiif_manifest,indexed_at,ingest_project,ingest_sheet,keywords,language,legacy_identifier,library_unit,license,location,modified_date,notes,physical_description_material,physical_description_size,preservation_level,project,provenance,published,publisher,related_material,related_url,representative_file_set,rights_holder,rights_statement,scope_and_contents,series,source,status,style_period,subject,table_of_contents,technique,terms_of_use,thumbnail,title,visibility,work_type
,Voyager:inudilcsmi3789,,https://api.dc.library.northwestern.edu/api/v2/works/402f3174-4271-4376-ab56-7fc6de9bf271,Work,ark:/81985/n2j09ws8p,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/402f3174-4271-4376-ab56-7fc6de9bf271,,,Collection of Carl Smith,,2021-03-15T19:47:16.453008Z,unknown,,,1967 to 1999,Blair House Inn is a 1888 Victorian residence. It was used as the home of TV sleuth Jessica Fletcher in the television series Murder She Wrote.,inu-dil-469648be-8c37-46ef-9868-1b3b303dd63f.tif,,,,402f3174-4271-4376-ab56-7fc6de9bf271,,https://api.dc.library.northwestern.edu/api/v2/works/402f3174-4271-4376-ab56-7fc6de9bf271?as=iiif,2023-02-20T16:07:05.977384,None,None,,,inu:dil-469648be-8c37-46ef-9868-1b3b303dd63f,Faculty Collections,None,,2023-02-15T19:46:25.535935Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Mendocino county, Mendocino",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/772986a9-1001-4fd5-9a71-cc3f1ed5b4de,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/402f3174-4271-4376-ab56-7fc6de9bf271/thumbnail,Blair House Inn,Public,Image
,Voyager:inudilcsmi2204,,https://api.dc.library.northwestern.edu/api/v2/works/5c9f063c-8b30-4ec6-9fc7-2d43e7b9ad1c,Work,ark:/81985/n2pk07q74,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/5c9f063c-8b30-4ec6-9fc7-2d43e7b9ad1c,,,Collection of Carl Smith,,2021-03-15T22:59:11.468818Z,unknown,,,1967 to 1999,,inu-dil-cc465132-a59b-41ba-bcfb-b620c0e11117.tif,,,,5c9f063c-8b30-4ec6-9fc7-2d43e7b9ad1c,,https://api.dc.library.northwestern.edu/api/v2/works/5c9f063c-8b30-4ec6-9fc7-2d43e7b9ad1c?as=iiif,2023-02-20T16:07:05.979752,None,None,,,inu:dil-cc465132-a59b-41ba-bcfb-b620c0e11117,Faculty Collections,None,,2023-02-15T19:46:25.535935Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}",,True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/59d08996-5e51-436f-aa48-4d3cac017254,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/5c9f063c-8b30-4ec6-9fc7-2d43e7b9ad1c/thumbnail,Unknown,Public,Image
,Voyager:inudilcsmi3451,,https://api.dc.library.northwestern.edu/api/v2/works/793f563f-860f-4163-957f-9661496483d2,Work,ark:/81985/n2154fb75,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/793f563f-860f-4163-957f-9661496483d2,,,Collection of Carl Smith,,2021-03-16T04:28:49.829349Z,unknown,,,1967 to 1999,,inu-dil-1c9e69cf-d539-457d-aef4-0b77f9d6c03d.tif,,,,793f563f-860f-4163-957f-9661496483d2,,https://api.dc.library.northwestern.edu/api/v2/works/793f563f-860f-4163-957f-9661496483d2?as=iiif,2023-02-20T16:07:05.982070,None,None,,,inu:dil-1c9e69cf-d539-457d-aef4-0b77f9d6c03d,Faculty Collections,None,,2023-02-15T19:46:25.535935Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Mariposa county, Yosemite National Park",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/3bc8d14a-1ccd-4779-955d-596888b63e60,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/793f563f-860f-4163-957f-9661496483d2/thumbnail,Yosemite National Park,Public,Image
,Voyager:inudilcsmi3549,,https://api.dc.library.northwestern.edu/api/v2/works/7d28667f-c490-42ac-80f2-fd812175899d,Work,ark:/81985/n2qr4pd2m,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/7d28667f-c490-42ac-80f2-fd812175899d,,,Collection of Carl Smith,,2021-03-16T04:45:33.230780Z,unknown,,,1967 to 1999,,inu-dil-2c39972a-7567-4121-9bb6-05733f32f560.tif,,,,7d28667f-c490-42ac-80f2-fd812175899d,,https://api.dc.library.northwestern.edu/api/v2/works/7d28667f-c490-42ac-80f2-fd812175899d?as=iiif,2023-02-20T16:07:05.989517,None,None,,,inu:dil-2c39972a-7567-4121-9bb6-05733f32f560,Faculty Collections,None,,2023-02-15T19:46:25.620076Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Henry county, Bishop Hill",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/ee10ca2c-e6d2-4cf5-b791-4d013b63ddc2,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/7d28667f-c490-42ac-80f2-fd812175899d/thumbnail,Unknown,Public,Image
,Voyager:inudilcsmi3497,,https://api.dc.library.northwestern.edu/api/v2/works/844e77e4-1c53-4b45-93d6-d976f04bceb1,Work,ark:/81985/n2pc2tz13,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/844e77e4-1c53-4b45-93d6-d976f04bceb1,,,Collection of Carl Smith,,2021-03-16T05:18:03.970487Z,unknown,,,1967 to 1999,,inu-dil-b18fa5c5-b517-40ee-bc39-b086de673913.tif,,,,844e77e4-1c53-4b45-93d6-d976f04bceb1,,https://api.dc.library.northwestern.edu/api/v2/works/844e77e4-1c53-4b45-93d6-d976f04bceb1?as=iiif,2023-02-20T16:07:06.001115,None,None,,,inu:dil-b18fa5c5-b517-40ee-bc39-b086de673913,Faculty Collections,None,,2023-02-15T19:46:25.620076Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Washington, D.C",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/48f59a92-7873-4749-b256-1e3c2ff6d5d1,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/844e77e4-1c53-4b45-93d6-d976f04bceb1/thumbnail,Downtown with Capitol,Public,Image
,Voyager:inudilcsmi2498,,https://api.dc.library.northwestern.edu/api/v2/works/8c698264-87bd-42bd-b845-98745982a87f,Work,ark:/81985/n23j39p90,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/8c698264-87bd-42bd-b845-98745982a87f,,,Collection of Carl Smith,,2021-03-16T05:53:53.300659Z,unknown,,,1967 to 1999,,inu-dil-981792b3-cace-46d0-a4a6-75313c78f59a.tif,,,,8c698264-87bd-42bd-b845-98745982a87f,,https://api.dc.library.northwestern.edu/api/v2/works/8c698264-87bd-42bd-b845-98745982a87f?as=iiif,2023-02-20T16:07:06.040904,None,None,,,inu:dil-981792b3-cace-46d0-a4a6-75313c78f59a,Faculty Collections,None,,2023-02-15T19:46:25.620076Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Niagara county, Niagara Falls",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/02cc357d-eab7-4454-8d86-4a21d6138e54,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/8c698264-87bd-42bd-b845-98745982a87f/thumbnail,Elizabeth Cady Stanton House. Exterior,Public,Image
,Voyager:inudilcsmi2215,,https://api.dc.library.northwestern.edu/api/v2/works/8d71033c-dda3-4e18-83e5-c7fec3150b72,Work,ark:/81985/n2765b42d,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/8d71033c-dda3-4e18-83e5-c7fec3150b72,,,Collection of Carl Smith,,2021-03-16T05:58:29.963636Z,unknown,,,1967 to 1999,,inu-dil-7140abe7-fe79-46f8-8aef-a001c5564c12.tif,,,,8d71033c-dda3-4e18-83e5-c7fec3150b72,,https://api.dc.library.northwestern.edu/api/v2/works/8d71033c-dda3-4e18-83e5-c7fec3150b72?as=iiif,2023-02-20T16:07:06.043305,None,None,,,inu:dil-7140abe7-fe79-46f8-8aef-a001c5564c12,Faculty Collections,None,,2023-02-15T19:46:25.620076Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Hudson county, Liberty Island",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/cc9ecd65-7801-41fa-ac48-490a2e33fa08,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/8d71033c-dda3-4e18-83e5-c7fec3150b72/thumbnail,Statue of Liberty,Public,Image
,Voyager:inudilcsmi1802,,https://api.dc.library.northwestern.edu/api/v2/works/945d65ba-eaec-463c-8238-a9317c94d737,Work,ark:/81985/n2x63bt8q,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/945d65ba-eaec-463c-8238-a9317c94d737,,,Collection of Carl Smith,,2021-03-16T06:31:53.497027Z,unknown,,,1967 to 1999,,inu-dil-43bfe2e7-1404-4e82-916c-6441764d95cc.tif,,,,945d65ba-eaec-463c-8238-a9317c94d737,,https://api.dc.library.northwestern.edu/api/v2/works/945d65ba-eaec-463c-8238-a9317c94d737?as=iiif,2023-02-20T16:07:06.060158,None,None,,,inu:dil-43bfe2e7-1404-4e82-916c-6441764d95cc,Faculty Collections,None,,2023-02-15T19:46:25.620076Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Massachusetts, Plymouth County, Plymouth, United States",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/8fe4ca8f-11b2-4c74-bde6-1cad270cdff6,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/945d65ba-eaec-463c-8238-a9317c94d737/thumbnail,Unknown,Public,Image
,Voyager:inudilcsmi2365,,https://api.dc.library.northwestern.edu/api/v2/works/9d745a7f-59ad-4382-aca8-79a9a51e371d,Work,ark:/81985/n2df6kr8m,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/9d745a7f-59ad-4382-aca8-79a9a51e371d,,,Collection of Carl Smith,,2021-03-16T12:46:54.130548Z,unknown,,,1967 to 1999,,inu-dil-16f570c3-3bec-4b83-90ca-d8a64c8c1a4d.tif,,,,9d745a7f-59ad-4382-aca8-79a9a51e371d,,https://api.dc.library.northwestern.edu/api/v2/works/9d745a7f-59ad-4382-aca8-79a9a51e371d?as=iiif,2023-02-20T16:07:06.062408,None,None,,,inu:dil-16f570c3-3bec-4b83-90ca-d8a64c8c1a4d,Faculty Collections,None,,2023-02-15T19:46:25.620076Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Philadelphia county, Philadelphia",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/1a171502-4d1d-486a-b935-7b6bd537c725,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/9d745a7f-59ad-4382-aca8-79a9a51e371d/thumbnail,Unknown,Public,Image
,Voyager:inudilcsmi3687,,https://api.dc.library.northwestern.edu/api/v2/works/9e235fc4-4c58-4ccc-a7ba-a5139b04f3d8,Work,ark:/81985/n2hx16d31,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/9e235fc4-4c58-4ccc-a7ba-a5139b04f3d8,,,Collection of Carl Smith,,2021-03-16T12:49:54.229814Z,unknown,,,1967 to 1999,,inu-dil-c006594c-c77d-47af-91fb-c67190b50438.tif,,,,9e235fc4-4c58-4ccc-a7ba-a5139b04f3d8,,https://api.dc.library.northwestern.edu/api/v2/works/9e235fc4-4c58-4ccc-a7ba-a5139b04f3d8?as=iiif,2023-02-20T16:07:06.094789,None,None,,,inu:dil-c006594c-c77d-47af-91fb-c67190b50438,Faculty Collections,None,,2023-02-15T19:46:25.620076Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Sonoma county, Santa Rosa",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/0bb42b1d-25ba-4e9a-a018-9767d7918907,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/9e235fc4-4c58-4ccc-a7ba-a5139b04f3d8/thumbnail,Unknown,Public,Image
,Voyager:inudilcsmi2447,,https://api.dc.library.northwestern.edu/api/v2/works/a5b0b77e-0666-4857-9814-fc734c63c773,Work,ark:/81985/n2rj49h6k,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/a5b0b77e-0666-4857-9814-fc734c63c773,,,Collection of Carl Smith,,2021-03-16T13:24:22.293805Z,unknown,,,1967 to 1999,,inu-dil-4e6360d8-2f8f-4f3f-bc1c-c80e0f00b6ff.tif,,,,a5b0b77e-0666-4857-9814-fc734c63c773,,https://api.dc.library.northwestern.edu/api/v2/works/a5b0b77e-0666-4857-9814-fc734c63c773?as=iiif,2023-02-20T16:07:06.106902,None,None,,,inu:dil-4e6360d8-2f8f-4f3f-bc1c-c80e0f00b6ff,Faculty Collections,None,,2023-02-15T19:46:25.620076Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Bexar county, San Antonio",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/72981bdc-aad3-4059-a24d-a9294e51925d,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/a5b0b77e-0666-4857-9814-fc734c63c773/thumbnail,"Street in San Antonio, Texas",Public,Image
,Voyager:inudilcsmi3439,,https://api.dc.library.northwestern.edu/api/v2/works/a9634d98-aecc-4850-8351-b47c7f877477,Work,ark:/81985/n20v8b588,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/a9634d98-aecc-4850-8351-b47c7f877477,,,Collection of Carl Smith,,2021-03-16T13:41:07.651121Z,unknown,,,1967 to 1999,,inu-dil-c5255814-caa8-43e3-a359-8af4fb53e6a8.tif,,,,a9634d98-aecc-4850-8351-b47c7f877477,,https://api.dc.library.northwestern.edu/api/v2/works/a9634d98-aecc-4850-8351-b47c7f877477?as=iiif,2023-02-20T16:07:06.109162,None,None,,,inu:dil-c5255814-caa8-43e3-a359-8af4fb53e6a8,Faculty Collections,None,,2023-02-15T19:46:25.620076Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","San Francisco county, Alcatraz",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/f749c9ed-9a81-4429-ae37-c2b6b26d698c,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/a9634d98-aecc-4850-8351-b47c7f877477/thumbnail,Alcatraz Prison Cells,Public,Image
,Voyager:inudilcsmi2212,,https://api.dc.library.northwestern.edu/api/v2/works/b1c572d1-6fec-4e73-a044-ed48ec79f526,Work,ark:/81985/n2h708p35,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/b1c572d1-6fec-4e73-a044-ed48ec79f526,,,Collection of Carl Smith,,2021-03-16T14:24:01.294875Z,unknown,,,1967 to 1999,,inu-dil-24488af6-b0be-4640-898e-834e84618621.tif,,,,b1c572d1-6fec-4e73-a044-ed48ec79f526,,https://api.dc.library.northwestern.edu/api/v2/works/b1c572d1-6fec-4e73-a044-ed48ec79f526?as=iiif,2023-02-20T16:07:06.114465,None,None,,,inu:dil-24488af6-b0be-4640-898e-834e84618621,Faculty Collections,None,,2023-02-15T19:46:25.620076Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Hudson county, Liberty Island",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/fe10ea29-f751-4c29-a28e-8f1e7f144670,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/b1c572d1-6fec-4e73-a044-ed48ec79f526/thumbnail,Enlightening the World,Public,Image
,Voyager:inudilcsmi3462,,https://api.dc.library.northwestern.edu/api/v2/works/b29dff23-d145-49fd-b0e4-5232def27a8d,Work,ark:/81985/n2ng4hf4k,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/b29dff23-d145-49fd-b0e4-5232def27a8d,,,Collection of Carl Smith,,2021-03-16T14:28:35.466995Z,unknown,,,1967 to 1999,,inu-dil-51410ee3-6359-4f74-87f7-a55ff4db7eb6.tif,,,,b29dff23-d145-49fd-b0e4-5232def27a8d,,https://api.dc.library.northwestern.edu/api/v2/works/b29dff23-d145-49fd-b0e4-5232def27a8d?as=iiif,2023-02-20T16:07:06.206617,None,None,,,inu:dil-51410ee3-6359-4f74-87f7-a55ff4db7eb6,Faculty Collections,None,,2023-02-15T19:46:25.697021Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Mariposa county, Yosemite National Park",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/b1f9368a-6b32-4776-b891-c216d0851507,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/b29dff23-d145-49fd-b0e4-5232def27a8d/thumbnail,Yosemite National Park,Public,Image
